NAME	DESCRIPTION	post_BRAFi_patB04	post_BRAFi_patB08	post_BRAFi_patB16	post_BRAFi_patB30	pre_BRAFi_patB04	pre_BRAFi_patB08	pre_BRAFi_patB16	pre_BRAFi_patB30
C14ORF104	C14ORF104	7.052841192	7.08021941	6.961619734	7.283753951	7.161191142	7.075789703	7.185597674	7.115299223
C14ORF105	C14ORF105	7.38353834	7.193002538	7.237464787	7.455198673	7.508570356	7.208089452	7.526208141	7.785561508
C14ORF106	C14ORF106	11.06258395	12.10225651	12.38442059	11.29568278	11.33894497	11.99756982	11.90591296	11.83694861
C14ORF109	C14ORF109	12.93343655	11.47867522	11.77817526	10.76719424	12.01601787	11.30305906	11.07535361	11.62255683
C14ORF11	C14ORF11	6.998999908	8.34597849	7.15152561	6.947453077	7.261272811	7.377607628	7.235309569	7.914762521
C14ORF112	C14ORF112	12.17956128	12.53100749	12.67963962	13.29079378	12.24009878	12.85198826	12.63846284	12.66207166
C14ORF115	C14ORF115	7.054524397	7.028512111	7.050249183	6.970966702	7.032330629	7.00336409	7.042310949	6.956204026
C14ORF118	C14ORF118	7.343727248	8.128126931	7.177149423	7.341901664	7.747416354	8.362099701	7.489416635	9.746777498
C14ORF119	C14ORF119	8.780330031	7.591918562	7.540644158	7.226074992	7.845933678	7.723523638	8.913056036	9.161559367
C14ORF121	C14ORF121	11.52952743	8.476184219	10.33994443	8.100074914	9.605315535	9.681004305	11.46956512	8.862361944
C14ORF124	C14ORF124	7.296758989	8.616818267	7.387849532	7.127640697	7.257892571	8.206176012	8.750448063	9.601765722
C14ORF126	C14ORF126	9.729391125	8.802944672	10.01531986	7.91265576	8.912607553	9.581108727	9.615027096	9.947118546
C14ORF129	C14ORF129	7.122778891	8.966283279	7.356501033	7.978571942	7.499941618	7.448876355	7.198101958	7.755794122
C14ORF131	C14ORF131	9.12309223	9.991500221	8.494715701	10.60944411	9.612002899	7.17531563	11.23382213	10.5755104
C14ORF133	C14ORF133	12.99929884	11.00060507	11.72822717	10.07096987	11.69665534	11.48725561	11.90608874	11.48953677
C14ORF135	C14ORF135	7.31608089	7.878465924	8.982503315	9.251320516	8.731767964	9.969691104	8.099114433	8.558927523
C14ORF138	C14ORF138	7.77348356	10.0053112	9.213233486	7.867170431	8.955667505	9.363103522	7.081990366	8.142571697
C14ORF139	C14ORF139	7.275776966	8.969302747	8.098372547	11.29515988	8.147407889	9.129645796	9.032647096	9.504338901
C14ORF142	C14ORF142	7.059574995	8.067873742	8.200918834	9.487238969	7.275999458	7.715048136	6.860798533	7.145114604
C14ORF143	C14ORF143	6.98383546	7.147355532	7.184371882	8.751639974	7.036613268	7.505937393	7.000344259	6.918328051
C14ORF145	C14ORF145	6.90225782	6.990131689	7.061098908	7.387335831	6.922000695	7.050475969	6.899859069	6.888021125
C14ORF147	C14ORF147	6.926225229	7.368647552	7.102404442	9.288255359	7.121402386	8.867885384	7.214862703	6.875993089
C14ORF148	C14ORF148	8.044814281	6.915692306	7.662799977	7.202758577	6.980121181	7.398752474	8.246932363	8.410125006
C14ORF149	C14ORF149	7.036015635	6.998209754	7.06611182	8.525775393	6.987756376	8.364877174	7.022305123	6.913042218
C14ORF153	C14ORF153	11.88190288	10.6470219	12.50263582	9.601100948	10.67055707	11.53411121	11.84511226	10.17014275
C14ORF156	C14ORF156	10.05641004	10.54088386	9.50128627	10.99717173	9.70166155	9.822075251	9.39970901	9.912727807
C14ORF159	C14ORF159	8.100992514	8.740283667	7.321300291	9.189458762	7.998344295	8.35583551	7.401205675	7.914762521
C14ORF162	C14ORF162	6.997315964	7.074804	6.966548613	7.056641035	6.962329265	6.933156667	6.884721975	7.081344526
C14ORF165	C14ORF165	6.9956318	7.010321888	7.092938855	7.239370865	6.916016836	6.987305906	7.005039485	7.007236602
C14ORF166	C14ORF166	7.325986986	8.847806987	9.970639631	10.76276869	8.564738969	9.840150096	7.197131296	8.687839321
C14ORF166B	C14ORF166B	8.967646046	7.0157593	7.47352027	7.203765986	7.662802596	7.715654139	6.895757799	6.943891008
C14ORF167	C14ORF167	7.988474689	9.36944453	7.16845051	7.968724145	7.854476615	8.115292688	7.358350692	8.897074656
C14ORF169	C14ORF169	7.920132836	9.134730327	9.269564439	10.19588487	8.7624731	9.921568902	9.364960104	10.47102098
C14ORF173	C14ORF173	13.47936109	14.92579346	14.17246446	14.47902476	13.79098803	14.59900917	14.0061014	13.93291773
C14ORF174	C14ORF174	7.761819462	7.519761767	7.279391392	7.515737992	7.259018543	7.605557562	8.105210806	7.095232587
C14ORF177	C14ORF177	6.858891906	7.056247881	7.154478065	7.079104729	6.946627483	7.037283419	7.000344259	6.924044371
C14ORF178	C14ORF178	9.2049709	7.398568821	7.049141853	7.021152462	7.945015117	7.503129299	6.957634153	7.908425722
C14ORF179	C14ORF179	6.973711907	7.885503484	7.048864381	9.04178743	7.353720015	7.786768037	7.066741284	7.37866674
C14ORF180	C14ORF180	6.938144449	7.130842908	7.039276742	7.109170749	7.026401854	7.038227618	7.121356953	8.008207445
C14ORF181	C14ORF181	6.895373034	7.00955206	7.066373176	7.034906471	6.886166175	7.130139683	7.02003422	6.907250235
C14ORF182	C14ORF182	7.009099672	6.89141043	7.37911153	6.950866589	7.011507339	7.302181143	7.154682643	6.980793415
C14ORF183	C14ORF183	10.09612223	7.541402733	7.433886866	6.913949176	9.104446846	7.705947028	10.45261442	6.909115315
C14ORF19	C14ORF19	7.059574995	7.149312784	7.092703149	6.936885527	7.001055139	7.038542283	6.926676341	7.027643042
C14ORF2	C14ORF2	7.569479359	8.921113709	9.227606696	11.10699418	7.788231838	10.90063913	8.463664825	8.963638902
C14ORF21	C14ORF21	7.115781761	7.895653914	7.472256336	7.218948247	7.010694388	7.431121454	7.149134572	8.457940437
C14ORF28	C14ORF28	7.343727248	7.880390087	7.235097834	8.158924531	8.186138542	8.76344668	7.96153973	8.305133635
C14ORF32	C14ORF32	7.153276974	8.133166118	7.837357068	9.458137525	7.381009984	8.471185434	7.424002796	7.371642565
C14ORF37	C14ORF37	8.243448416	7.0157593	6.942433319	6.922421722	7.227795956	7.145929671	7.252335655	6.971557782
C14ORF39	C14ORF39	7.019194625	6.902807925	7.074606821	6.964845584	7.119411761	7.311481517	7.235309569	7.431554561
C14ORF4	C14ORF4	8.692481059	8.987024888	9.140770537	8.511422968	9.920372889	10.25511407	8.68224482	7.94624725
C14ORF43	C14ORF43	9.259359762	9.299737175	8.377130467	8.210927896	9.775430602	10.37363617	10.08250904	9.077077655
C14ORF45	C14ORF45	7.098518856	8.536926801	8.102688109	9.514715343	7.839822932	9.190072387	8.654582326	8.766109886
C14ORF48	C14ORF48	6.968644865	6.997467108	7.079626378	6.99855168	6.905514625	7.061744466	6.977520056	6.97519077
C14ORF49	C14ORF49	7.586944194	7.991976433	8.812752669	7.915768481	8.712203048	7.880372112	9.584076463	8.998871328
C14ORF50	C14ORF50	6.977087893	7.054515023	7.150648129	7.087756773	6.98698673	7.138191203	6.997982291	6.95947682
C14ORF53	C14ORF53	7.022558978	6.943088325	7.126950769	6.932310997	7.159107869	6.969435024	6.903939948	6.905449633
C14ORF64	C14ORF64	6.87286212	6.996726129	7.116421948	6.990585569	7.047056659	6.988274041	6.906649167	6.942438138
C14ORF68	C14ORF68	7.133392355	7.199036685	7.024026848	6.959028737	6.917341445	6.988919113	7.015463618	6.934114953
C14ORF70	C14ORF70	7.229715939	6.980838301	7.141809986	6.963855066	6.963784473	7.003044437	6.986029117	6.948363838
C14ORF73	C14ORF73	7.562570027	12.53652104	7.359513646	8.089641366	7.756091596	9.121016877	8.264478656	9.841886669
C14ORF79	C14ORF79	6.917686753	7.794871606	7.636175176	9.713999259	7.404955954	10.16025643	7.472453047	8.384426477
C14ORF80	C14ORF80	11.6386162	11.68935028	11.67818209	11.48361439	12.3612512	11.7985299	12.37556477	12.37901394
C14ORF85	C14ORF85	12.00831626	11.64582482	11.45679061	9.302247468	10.97488112	10.6491727	11.86703651	10.73340809
C14ORF93	C14ORF93	9.640633855	11.95730557	10.62872073	11.52657226	11.28074691	11.01589633	11.53332547	11.61937143
C15ORF17	C15ORF17	9.194221552	11.43977009	12.20143975	11.48112818	10.35158235	11.8194654	10.95719232	10.74478322
C15ORF2	C15ORF2	7.076430917	6.951935648	7.142364315	6.95486378	6.995529465	6.972049791	7.076967223	6.917236829
C15ORF21	C15ORF21	8.559119471	7.209124472	7.895335389	7.232202359	9.18410197	7.609274252	7.33954418	7.148164688
C15ORF23	C15ORF23	7.711844329	7.693818557	8.332743673	7.320100781	7.571788147	7.909010575	7.275717409	8.002072619
C15ORF24	C15ORF24	7.677873891	7.979836997	8.431426125	10.99145303	8.358876323	8.999670996	7.504998785	9.039451669
C15ORF26	C15ORF26	6.9956318	6.882382087	7.189201904	6.974142334	7.040936186	7.179644548	7.075955412	7.002936153
C15ORF27	C15ORF27	7.566019092	6.987243314	7.174806183	6.922701989	7.09305583	7.284828781	7.579285033	6.886034438
C15ORF29	C15ORF29	8.503935303	9.901055498	10.77221233	10.11812664	9.209152612	10.40163357	9.460381784	10.01494555
C15ORF32	C15ORF32	7.149616567	6.980838301	7.042127751	6.956233382	7.080727958	7.136023867	7.140822946	6.931488656
C15ORF33	C15ORF33	6.992262766	6.89141043	6.943172609	6.904406661	6.936906263	6.935190166	6.942323539	6.878421244
C15ORF37	C15ORF37	11.71620691	9.041352008	10.14421703	8.165741113	10.61822606	8.69521871	11.83702823	9.599996096
C15ORF38	C15ORF38	9.605704993	11.0172	11.27079776	11.34055779	9.712550011	10.37482422	10.07742583	10.76816791
C15ORF39	C15ORF39	6.961882499	7.383654794	7.062161727	8.505824908	7.37029835	7.552099352	6.977520056	6.903712663
C15ORF40	C15ORF40	7.110570812	7.29772375	7.135974873	7.784389987	7.204820804	7.150880834	7.093810289	7.685384499
C15ORF41	C15ORF41	7.924144657	8.790983638	8.603315208	8.393023077	7.955745056	7.998053846	7.091861684	7.032404893
C15ORF42	C15ORF42	8.783269391	7.950943104	8.698739684	8.208797214	8.506270551	7.806900932	8.76052467	6.911045704
C15ORF43	C15ORF43	7.626262922	7.118380682	7.036399593	6.95997722	7.265790552	6.917394451	8.12750031	8.432939784
C15ORF44	C15ORF44	7.525407543	8.642107612	8.762740588	8.03149125	7.935451599	9.265802536	7.512015179	7.971193927
C15ORF48	C15ORF48	9.667430928	10.1074732	8.244550241	9.069960473	9.135718696	7.468199135	7.652037645	9.069343378
C15ORF5	C15ORF5	8.840851609	10.54485117	10.81438006	10.54770912	10.03686481	10.81826096	10.24790468	10.82876269
C15ORF51	C15ORF51	10.50256014	8.289989206	8.376613656	7.524298941	10.02919408	8.539100059	9.598693721	7.94624725
C15ORF52	C15ORF52	12.13410451	13.30508144	12.34466573	14.00446786	13.40309711	13.23529252	13.8994996	14.20727727
C15ORF53	C15ORF53	8.759589891	6.924952927	6.899082504	7.172861669	7.502405496	7.192939505	9.607223331	7.983586203
C15ORF54	C15ORF54	6.938144449	6.953220963	7.085523312	6.92413072	6.992403382	7.004322706	7.046650975	6.915105663
C15ORF55	C15ORF55	6.853627158	6.93570523	6.926245243	6.906928196	6.900318594	6.951626785	6.837708677	6.894578056
C15ORF56	C15ORF56	6.919396224	6.885022198	7.042411419	7.062331943	6.919333774	6.95560967	6.947464623	6.903712663
C15ORF57	C15ORF57	7.227617216	9.499502652	10.1866802	11.28020904	8.93531736	10.76359404	9.883141273	8.185773345
C15ORF58	C15ORF58	7.019194625	9.243035468	9.412914517	9.104542545	7.416998356	8.590490762	7.909839884	7.592985336
C15ORF59	C15ORF59	7.746339696	7.472337871	7.797343147	7.992840046	8.405600966	7.083265733	8.867763953	9.431903835
C15ORF60	C15ORF60	9.647757291	7.019695702	7.499563318	7.109170749	8.347758093	7.28173125	7.185597674	8.379242754
C15ORF62	C15ORF62	6.953418099	7.31300937	7.145652919	7.416957473	7.036613268	7.097882041	7.146363467	7.491599911
C15ORF63	C15ORF63	9.522352072	9.322533825	8.381260302	7.734588257	8.675423041	7.912426959	9.83014022	8.687839321
C16ORF10	C16ORF10	6.874601728	6.944962505	7.128551989	6.904137265	6.936219309	6.967470223	7.021170872	7.034815515
C16ORF11	C16ORF11	6.972023315	7.060607099	6.994926648	6.953066632	6.907471895	6.978562985	6.942323539	6.886034438
C16ORF13	C16ORF13	9.005766239	10.35157349	11.71274543	10.88859972	10.740967	11.36116442	10.75440628	10.11633113
C16ORF3	C16ORF3	10.52299238	6.978731757	9.252322852	7.685163258	8.887415265	9.522674255	9.746801386	7.847572816
C16ORF30	C16ORF30	6.965264631	6.92671943	7.328683011	8.406415451	6.987756376	6.927368009	7.141746419	7.109494755
C16ORF33	C16ORF33	7.386282036	6.93088039	9.281281937	10.96844108	8.460551498	8.807405748	7.22395746	7.968087392
C16ORF35	C16ORF35	12.32630147	12.67374502	13.31846951	13.08104359	13.14731758	13.0245814	13.23196462	13.4111603
C16ORF38	C16ORF38	7.2050543	6.9363137	7.267839213	6.936885527	7.250032735	7.06018129	7.30283718	7.254463061
C16ORF42	C16ORF42	11.86304353	11.3093058	11.60136387	10.62212133	11.45091198	11.17175896	10.60628201	10.60308545
C16ORF45	C16ORF45	7.742483348	7.347502065	7.646383854	7.615840036	8.676233618	7.612060432	7.146363467	7.385699354
C16ORF46	C16ORF46	7.559132296	7.597006655	7.027312744	6.948717833	7.806707765	7.511241826	7.663795442	7.067854107
C16ORF48	C16ORF48	13.64405744	13.56293946	13.27244801	13.87253303	13.79600769	14.39805022	13.6274486	13.81023031
C16ORF5	C16ORF5	7.301529139	8.735184847	8.178556644	9.468827894	7.375053984	8.382602955	8.997669037	7.399786235
C16ORF52	C16ORF52	8.112991682	7.918746939	8.926827339	7.693983647	7.898173318	8.289402947	8.406081332	7.908425722
C16ORF53	C16ORF53	12.08450065	11.69876351	11.17184888	11.56413529	11.35127498	11.79000611	11.67287049	11.42516858
C16ORF54	C16ORF54	7.2050543	6.957110002	7.002665438	6.967867911	7.086387269	6.975310522	7.064667324	7.547787564
C16ORF55	C16ORF55	7.112304475	7.152254028	7.568652197	6.941791732	6.956555884	7.772481433	7.082987816	7.011622734
C16ORF56	C16ORF56	8.475659332	8.964908828	7.980301344	9.312076405	8.054292557	8.167990953	7.274575352	8.014328567
C16ORF57	C16ORF57	7.160662898	7.956906092	8.101825428	9.561076041	7.565569016	8.467907128	7.111981466	7.681999165
C16ORF58	C16ORF58	15.1369679	15.02160121	14.73973966	15.10967803	15.18610255	15.00501084	15.09898785	15.1693248
C16ORF59	C16ORF59	10.29799477	7.467590637	11.20596687	11.45887881	9.852760461	11.25048626	10.20960032	9.538405282
C16ORF61	C16ORF61	11.64083777	11.73989412	13.03490996	13.32806594	12.18402461	13.08635949	12.07256627	12.09247237
C16ORF62	C16ORF62	7.103667054	7.684538565	8.576985924	8.970872614	7.54197267	8.649164963	7.196162186	7.399786235
C16ORF63	C16ORF63	7.052841192	7.730859419	8.628371605	9.932308054	7.378626072	9.419276748	7.169559144	7.417426159
C16ORF65	C16ORF65	6.841282932	6.883964764	7.095516326	6.962385106	6.942436984	7.066742934	7.072905607	7.089631166
C16ORF67	C16ORF67	7.704247235	8.753588628	8.396161435	8.611244949	8.020610779	8.020506867	8.477769233	8.350470327
C16ORF68	C16ORF68	6.968644865	7.903827359	7.59780802	9.013027138	7.568056248	7.443268516	7.344842785	7.586060923
C16ORF69	C16ORF69	7.242482706	9.492521399	10.35991945	11.06084251	9.334992453	10.15714346	9.294337389	9.708351434
C16ORF7	C16ORF7	8.223906163	11.28171044	9.735953556	11.26470994	10.13632144	11.6319962	10.92506472	10.62184197
C16ORF70	C16ORF70	9.614553571	8.087464719	8.110155557	7.973373262	8.806471873	8.30759549	10.06520031	7.435088048
C16ORF71	C16ORF71	9.215625093	7.004211397	8.433938703	7.567026279	8.698729932	7.62566438	9.110336818	7.772362348
C16ORF72	C16ORF72	9.944140675	9.149184573	8.766523375	10.90228256	9.629278495	10.18371722	9.753494193	9.70757842
C16ORF73	C16ORF73	7.047792427	8.259407124	12.04432805	7.700346866	8.042720531	9.714963206	8.438697926	7.19523721
C16ORF74	C16ORF74	6.879812178	7.115527104	7.183458998	7.504227798	7.071415201	7.378850998	7.4674393	8.843691288
C16ORF75	C16ORF75	7.215193579	7.549403972	9.637612085	8.054855368	7.641594973	8.572217536	7.310193002	7.420957213
C16ORF78	C16ORF78	7.071368137	6.919134243	6.947217179	6.966347213	7.073265604	6.92599995	7.043399559	7.121158441
C16ORF79	C16ORF79	9.34787656	8.21872911	8.87751093	9.164108833	8.251042195	9.237460807	9.16474333	7.917925958
C16ORF80	C16ORF80	8.208206486	8.667658048	8.553814672	9.425725916	8.344713904	9.391086925	8.231247506	8.410125006
C16ORF81	C16ORF81	6.96357381	6.915692306	6.992966632	6.904406661	6.932798635	6.894159554	7.379331827	6.961142815
C16ORF82	C16ORF82	6.914265025	6.898429341	6.88056843	7.514782931	7.503637885	7.084822112	8.17973777	6.897383729
C16ORF85	C16ORF85	7.049475217	7.099529754	7.109527038	7.141819564	6.995529465	6.97661248	6.983609859	6.904573247
C16ORF86	C16ORF86	9.424631745	7.07660381	7.249140152	6.920778164	6.965976375	7.520914633	6.967652857	9.36825998
C16ORF87	C16ORF87	9.815360632	9.036372645	8.4621015	8.134801303	9.195360828	9.551478646	9.172878648	8.988913787
C16ORF88	C16ORF88	6.953418099	6.900065667	6.985024398	7.037905494	6.921332815	6.976937766	7.01431497	7.100893858
C16ORF89	C16ORF89	6.921104789	6.993046102	6.988684944	6.97201669	6.945926463	6.979861731	6.997982291	7.025292238
C16ORF91	C16ORF91	7.229715939	7.013418528	8.174063018	8.823727115	7.455816655	7.433301361	7.173306702	7.19523721
C16ORF93	C16ORF93	11.42345567	11.51809979	11.92698993	11.50806141	12.83221216	11.46953765	12.29773105	11.91053192
C17ORF100	C17ORF100	8.489852918	8.286483952	8.197575877	9.939520943	8.561211997	8.744056641	7.671669246	7.654812741
C17ORF101	C17ORF101	7.119272977	7.923057753	7.420130507	8.123879835	7.875162469	7.460718116	7.531583685	8.157061366
C17ORF102	C17ORF102	9.368501325	7.209124472	8.553579141	6.996061035	8.640923444	7.623811054	7.330412389	6.880588999
C17ORF103	C17ORF103	7.047792427	9.175293584	6.902709237	6.975218017	8.576138817	7.958397873	10.4258578	8.430419504
C17ORF106	C17ORF106	7.020876828	9.584132095	9.32138349	8.449400439	9.596712094	7.802470738	9.615674421	9.715273924
C17ORF108	C17ORF108	6.9956318	6.918558087	7.306787201	7.827446033	7.202653786	7.116813866	6.887494391	7.558257119
C17ORF28	C17ORF28	6.912552731	11.00272427	7.068714271	8.403822262	7.053257813	7.739515221	7.24374272	7.160481148
C17ORF37	C17ORF37	7.084891662	7.513365641	7.35710179	9.180581302	7.43514291	7.763820477	7.317670822	7.512729371
C17ORF38	C17ORF38	6.997315964	7.139556373	7.172125013	6.980725547	7.112485184	7.081708977	6.986029117	7.032404893
C17ORF39	C17ORF39	8.347118991	8.389898107	7.228919707	8.790366276	8.761714263	7.869411254	7.689482191	7.924242886
C17ORF41	C17ORF41	6.987207257	7.157169945	7.214772539	6.953961072	7.02472212	7.143763198	7.071884213	6.924044371
C17ORF42	C17ORF42	9.21986039	8.663317336	8.77364746	8.61221641	9.355624626	8.351647914	9.931852574	7.908425722
C17ORF45	C17ORF45	11.25171232	12.23588131	12.35132599	13.99199419	11.82228459	13.38435933	12.31632927	12.67813484
C17ORF46	C17ORF46	6.993947405	7.019695702	7.323316042	7.041705009	6.960155426	7.174697193	7.046650975	7.013848073
C17ORF47	C17ORF47	7.076430917	7.022078757	7.153268041	7.346048712	6.922669355	7.037283419	6.96140888	7.385699354
C17ORF48	C17ORF48	7.378085072	8.043546307	7.562777799	9.850830471	7.79686046	9.039192043	8.402422346	8.677189432
C17ORF49	C17ORF49	11.0061299	9.587054823	11.01476749	11.53975486	11.36756779	11.48549581	11.32918716	11.04633389
C17ORF50	C17ORF50	7.359352827	7.145401208	9.923635778	7.101038567	7.617891418	8.508568404	9.740058307	6.910072294
C17ORF53	C17ORF53	11.02801819	10.91552496	12.71267921	11.24472608	11.30085577	11.84385362	12.07932044	11.56975364
C17ORF54	C17ORF54	6.912552731	6.973870855	6.982340435	6.920778164	6.916016836	6.92119285	7.064667324	6.922866099
C17ORF55	C17ORF55	10.23354326	8.553526035	9.778873541	8.756265262	9.378172324	8.033281745	10.04516151	9.443687648
C17ORF56	C17ORF56	8.572631012	8.271469263	8.856645223	9.324930296	7.970002694	8.67038774	7.695448055	8.104483846
C17ORF57	C17ORF57	10.20995249	8.875452412	8.566489282	7.832939954	9.250597716	7.811030159	7.644236002	8.23933807
C17ORF58	C17ORF58	10.52045396	10.85723969	12.42962495	12.42145305	11.60210554	11.94651516	11.91919714	11.60642299
C17ORF59	C17ORF59	10.08634293	7.489288283	8.552636721	8.769776278	7.391762026	7.964261158	7.335608777	7.565223847
C17ORF61	C17ORF61	9.517515165	12.38719236	11.02409963	11.804717	10.65545067	11.52212212	10.57969952	10.71562821
C17ORF62	C17ORF62	8.654599687	8.956636204	7.532179894	9.898048826	9.305276568	7.941570729	7.249093998	9.630420357
C17ORF63	C17ORF63	10.71284728	9.889197753	10.29957532	9.671162717	9.696520939	10.73942056	8.385872538	10.82325843
